Name_of_Saint,Memorial,gender,birth_year,place_of_birth,country,death_year,death_place,death_country,vocation,veneration_year,Venerated_by,beatified_year,beatified_by,canonized_year,canonized_by
Saint Apelles of Smyrna,22 April,male,,   ,,,,,priest,,,,,,
Saint Miguel González de Aozaraza de Leibar,29 September,male,1598,  ,Spain,1637,,Japan,priest,1980,pope-saint-john-paul-ii,1981,pope-saint-john-paul-ii,1987,pope-saint-john-paul-ii
Saint Julian of Apamea,9 December,male,,,,,,,priest,,,,,,
Saint Austregisilus of Bourges,20 May,male,551,   ,France,,,,priest,,,,,,
Saint Ursus of Aosta,1 February,male,,              ,Ireland,,,Italy,priest,,,,,,
Saint Gratus of Aosta,7 September,male,,                           ,,470,,Italy,priest,,,,,,
Saint Anysia of Salonika,30 December,female,,      ,Greece,304,,Greece,laity,,,,,,
Saint Anysius of Thessalonica,30 December,male,, ,,410,,,priest,,,,,,
Saint Antony of Vilna,14 April,unknown,,   ,,1342,,crucified,laity,,,,,,
Saint Hugh of Anzy-le-Duc,20 April,male,,Poitiers,France,930,,France,laity,,,,,,
Blessed Antony of Pavoni,9 April,male,1326,        ,Italy,1374,,Italy,priest,,,1856,pope-pius-ix,,
Blessed Antony Fatati,9 January,male,1410,Ancona,Italy,1484,,,priest,,,,pope-pius-vi,,
Saint Antony Deynan,6 February,male,1583,Japan,,1597,,Japan,laity,,,1627,pope-urban-viii,1862,pope-blessed-pius-ix
Blessed Antony Bonfadini,1 December,unknown,1400,Ferrara,Italy,1482,,Italy,laity,,,1901,pope-leo-xiii,,
Saint Antony of Rome,29 July,unknown,,,,260,,Italy,laity,,,,,,
Saint Anthony of Rome,17 January,male,, ,,590,,,laity,,,,,,
Saint Antonius of Florence,2 May,male,1389,                         ,Italy,1459,,Italy,priest,,,,,1523,pope-adrian-vi
Saint Antoninus the Martyr,2 September,unknown,,,,,,,laity,,,,,,
Saint Antoninus of Sorrento,14 February,male,,    ,Italy,830,,,laity,,,,,,
Saint Antoninus of Piacenza,30 September,male,,        ,,,"martyred near Piacenza, Italy",Italy,laity,,,,,,
Saint Antoninus of Pamiers,2 September,male,,          ,France,,"stabbed in the area of his neck in Vallis Nobilis, Gaul (modern Saint-Antonin-Noble-Val, France)",France,priest,,,,,,
Saint Antonius of Rocher,4 May,male,,,,,,,laity,,,,,,
Saint Antoninus of Syria,2 September,male,,               ,,,,Syria,laity,,,,,,
Blessed Bonaventura of Potenza,26 October,male,1651,  ,Italy,1711,,ecstasy,nun,,,1775,pope-pius-vi,,
Blessed Antonio Rosmini-Serbati,1 July,male,1797,                  ,Italy,1855,,Italy,nun,2006,pope-benedict-xvi,2007,pope-benedict-xvi,,
Venerable Antonio Margil,18 August,male,1657, ,Spain,1726,,Mexico,nun,1836,pope-gregory-xvi,,,,
Blessed Antonio Pérez Lários,25 April,unknown,1883,  ,Mexico,1927,,Mexico,laity,2004,pope-saint-john-paul-ii,2005,pope-benedict-xvi,,
Pope Saint Pius V,30 April,male,1504,                                             ,Italy,1572,,kidney stones,priest,,,1672,pope-clement-x,1712,pope-clement-xi
Venerable Antonio Amumdarain Garmendia,26 April,unknown,1885,,Spain,1954,,Spain,priest,1996,pope-saint-john-paul-ii,,,,
Saint Antonio of Saint Anne,23 December,unknown,1739,             ,Brazil,1822,,Brazil,nun,1997,pope-saint-john-paul-ii,1998,pope-saint-john-paul-ii,2007,pope-benedict-xvi
Saint Antonina of Constantinople,3 May,female,, ,,313,,Constantinople,laity,,,,,,
Saint Antonina of Bithynia,1 March,unknown,,,,306,,Nicaea,laity,,,,,,
Blessed Antonia of Florence,28 February,female,1400,    ,Italy,1472,,Italy,nun,,,1847,pope-blessed-pius-ix,,
Blessed Antoni Swiadek,25 January,male,1909,    ,Poland,1945,,typhus,priest,1999,pope-saint-john-paul-ii,1999,pope-saint-john-paul-ii,,
Blessed Antonia Mesina,17 May,female,1919,         ,Italy,1935,,Italy,laity,1987,pope-saint-john-paul-ii,1987,pope-saint-john-paul-ii,,
Blessed Antoni Rewera,1 October,male,1868, ,Poland,1942,,Germany,priest,1999,pope-saint-john-paul-ii,1999,pope-saint-john-paul-ii,,
Saint Antonia of Cirta,4 May,unknown,, ,,259,,Algeria,laity,,,,,,
Blessed Antoni Leszczewicz,17 February,unknown,1890, ,Lithuania,1943,,Belarus,priest,,,1999,pope-saint-john-paul-ii,,
Blessed Antoine Fournier,12 January,male,1736,  ,France,1794,,France,laity,1983,pope-saint-john-paul-ii,1984,pope-saint-john-paul-ii,,
Blessed Antoni Beszta-Borowski,15 July,male,1880,   ,Poland,,,,priest,,,1999,pope-saint-john-paul-ii,,
Blessed Antoni Julian Nowowiejski,28 May,male,1858,     ,Poland,1941,,Poland,priest,,,1999,pope-saint-john-paul-ii,,
Blessed Anton Maria Schwartz,15 September,unknown,1852,  ,Austria,1929,,Austria,laity,1995,pope-saint-john-paul-ii,1998,pope-saint-john-paul-ii,,
Saint Theodosius of Antioch,11 January,male,, ,Antioch,412,,,laity,,,,,,
Saint Antipas of Pergamon,11 April,male,,            ,,92,,Greece,priest,,,,,,
Saint Theodolus of Antioch,23 March,unknown,,,,,,,priest,,,,,,
Saint Philogonius of Antioch,20 December,male,,       ,,324,,,priest,,,,,,
Saint Paulinus of Antioch,12 July,male,,Antioch,Syria,67,,martyred,priest,,,,,,
Saint Palladius of Antioch,28 January,unknown,,,,390,,,laity,,,,,,
Saint Maximilian of Antioch,21 August,male,,  ,,353,,Antioch,laity,,,,,,
Saint Macarius of Antioch,Ghent,male,,       ,Antioch,1012,,plague,priest,,,,,,
Saint Lucian of Antioch,7 January,male,,                     ,Syria,312,,run through with a sword,laity,,,,,,
Saint Joseph of Antioch,15 February,unknown,, ,,,"Antioch, Syria",Antioch,laity,,,,,,
Saint Isidore of Antioch,2 January,male,,   ,,,,,priest,,,,,,
Saint George of Antioch,19 April,male,,,,815,,,priest,,,,,,
Saint Hesychius of Antioch,29 May,male,, ,,303,,drowned,laity,,,,,,
Saint Evodius of Antioch,6 May,male,,    ,,69,,,priest,,,,,,
Saint Clerus of Antioch,7 January,male,, ,Syrian,300,,Antioch,laity,,,,,,
Saint Talida of Antinoë,5 January,female,,,,,,Egypt,nun,,,,,,
Saint Asclas of Antinoe,23 January,male,,  ,Egypt,287,,Egypt,laity,,,,,,
Saint Pelagia of Antioch,9 June,female,,    ,Antioch,311,,,laity,,,,,,
Saint Antimus of Brantôme,28 January,unknown,,,,,,,laity,,,,,,
Saint Antigonus of Rome,27 February,unknown,, ,,,,,laity,,,,,,
Saint Armentarius of Antibes,30 January,male,,,,451,,,priest,,,,,,
Blessed Antonio of Saint Bonaventure,8 September,male,1588,    ,Spain,1628,,Japan,priest,1866,pope-blessed-pius-ix,1867,pope-blessed-pius-ix,,
Blessed Anthony of Stroncone,7 February,male,1391,            ,Italy,1461,,Italy,laity,,,1687,,,
Saint Anthony the Roman,3 August,male,1086,Rome,Italy,1148,,Russia,laity,,,,,,
Saint Anthony of Lérins,28 December,male,468, ,Hungary,520,,France,priest,,,,,,
Blessed Anthony of Saxony,12 February,male,,,,1369,,Bulgaria,laity,,,,,,
Saint Anthony of Froidemont,9 March,male,,,,,,,laity,,,,,,
Blessed Anthony Turner,20 June,male,1628, ,England,1679,,England,laity,1929,pope-pius-xi,1929,pope-pius-xi,,
Blessed Antony Page,20 April,unknown,1571,   ,England,1593,,England,laity,1986,pope-saint-john-paul-ii,1987,pope-saint-john-paul-ii,,
Saint Anthony Mary Zaccaria,5 July,male,1502,                       ,Italy,1539,,Italy,laity,,,1890,pope-leo-xiii,1897,pope-leo-xiii
Blessed Anton Martin Slomsek,24 September,male,1800,     ,Slovenia,1862,,Slovenia,priest,1996,pope-saint-john-paul-ii,1999,pope-saint-john-paul-ii,,
Saint Antôn Nguyen Huu Quynh,10 July,male,1768,  ,Vietnam,1840,,Vietnam,laity,1899,pope-leo-xiii,1900,pope-leo-xiii,1988,pope-saint-john-paul-ii
Saint Anthony of Padua,13 June,male,1195,                                                                                                                                                                                                                                                                                                 ,Portugal,1231,,,priest,,,,,1232,pope-gregory-ix
Saint Anthony Mary Gianelli,7 June,male,1789,    ,Italy,1846,,fever,priest,1920,pope-benedict-xv,1925,pope-pius-xi,1951,pope-venerable-pius-xii
Saint Antony Mary Pucci,12 January,male,1818,      ,Italy,1892,,Italy,priest,1948,pope-venerable-pius-xii,1952,pope-venerable-pius-xii,1962,pope-saint-john-xxiii
Blessed Anthony Manzi,1 February,male,1237,Padua,Italy,1267,,Italy,nun,,,,,,
Saint Anthony Mary Claret,24 October,male,1807,                               ,Spain,1870,,France,laity,1926,pope-pius-xi,1934,pope-pius-xi,1936,pope-venerable-pius-xii
Saint Antonio González,24 September,unknown,1593, ,Spain,1637,,Japan,priest,1980,pope-saint-john-paul-ii,1981,pope-saint-john-paul-ii,1987,pope-saint-john-paul-ii
Saint Antonino Fantosati,7 July,male,1842,          ,Italy,1900,,China,priest,,,1946,pope-venerable-pius-xii,2000,pope-saint-john-paul-ii
Saint Antôn Nguyen Ðích,12 August,male,1769, ,Vietnam,1838,,Vietnam,priest,1899,pope-leo-xiii,1900,pope-leo-xiii,1988,pope-saint-john-paul-ii
Blessed Anthony Baldinucci,7 November,male,1665,        ,Italy,1717,,,laity,1873,pope-blessed-pius-ix,1893,pope-leo-xiii,,
Venerable Anthony Battie,England,unknown,,  ,England,1602,,England,priest,,,,,,
Saint Anthony Kauleas,12 February,male,829,   ,Constantinople,901,,,laity,,,,,,
Saint Anthony Daniel,4 July,male,1601,      ,France,1648,,Canada,laity,,,,,1930,pope-pius-xi
Saint Anthony of Antioch,9 January,unknown,, ,,302,,Antioch,priest,,,,,,
Pope Saint Antherus,3 January,male,,                 ,Italy,236,,beheaded,priest,,,,,,
Saint Anthemius of Poitiers,3 December,male,,,,,martyred by Spanish Saracens,Spanish,priest,,,,,,
Saint Anthelm of Belley,26 June,male,1105,          ,,1178,,France,priest,,,,,1607,pope-paul-v
Saint Anthimus of Rome,11 May,male,,     ,,303,,Italy,priest,,,,,,
Saint Antanansio Bazzekuketta,27 May,unknown,,   ,Uganda,1886,,Uganda,laity,1920,pope-benedict-xv,1920,pope-benedict-xv,1964,pope-saint-paul-vi
Saint Ansurius of Orense,26 January,male,,,,925,,,priest,,,,,,
Saint Anstrudis of Laon,17 October,female,, ,,688,,,nun,,,,,,
Saint Ansfrid of Utrecht,3 May,male,940, ,Brabant,1010,,Netherlands,priest,,,,,,
Saint Ansovinus of Camerino,13 March,male,,        ,Italy,868,,Italy,priest,,,,,,
Blessed Anselmo Polanco,7 February,male,1881,             ,Spain,1939,,Spain,priest,1994,pope-saint-john-paul-ii,1995,pope-saint-john-paul-ii,,
Saint Anselm of Nonantola,3 March,male,,     ,Italy,803,,,laity,,,,,,
Saint Anselm of Lucca the Younger,18 March,male,1036,              ,Italy,1086,,Italy,priest,,,,,,
Saint Anselm of Canterbury,21 April,male,1033,                                                    ,Italy,1109,,England,priest,,,,,1492,pope-alexander-iv
Saint Ansegisus,20 July,male,770, ,,833,,,laity,,,,,,
Saint Ansbert of Rouen,9 February,male,,       ,France,695,,Belgium,laity,,,,,,
Saint Ansbald of Prüm,12 July,male,,Luxembourg,,886,,,laity,,,,,,
Saint Ansanus the Baptizer,Siena,male,,                        ,,304,,Italy,laity,,,,,,
Saint Auxanus of Milan,3 September,male,,,,568,,,priest,,,,,,
Saint Giacinto Ansalone,17 November,male,1598,    ,Italy,1634,,Japan,priest,1980,pope-saint-john-paul-ii,1981,pope-saint-john-paul-ii,1987,pope-saint-john-paul-ii
Saint Titus Brandsma,26 July,male,1881,               ,Netherlands,1942,,Germany,priest,,,1985,pope-saint-john-paul-ii,2022,pope-francis
Saint Anno of Verona,27 April,male,,Verona,Italy,780,,,priest,,,,,,
Saint Anno II,4 December,male,1010,      ,,1075,,Germany,priest,,,,,1183,pope-lucius-iii
Saint Marie-Eugénie de Jésus,10 March,female,1817,       ,France,1898,,France,nun,1961,,1975,pope-saint-paul-vi,2007,pope-benedict-xvi
Saint Hannibal Mary di Francia,1 June,male,1851,         ,Italy,1927,,Italy,priest,1989,pope-saint-john-paul-ii,1990,pope-saint-john-paul-ii,2004,pope-saint-john-paul-ii
Blessed Anne-Françoise de Villeneuve,1 February,female,1741, ,France,1794,,France,laity,1983,pope-saint-john-paul-ii,1984,pope-saint-john-paul-ii,,
Blessed Anne-Marie-Madeleine Thouret,17 July,female,1715,,France,,,,nun,,,1906,pope-saint-pius-x,,
Saint Anne of Constantinople,Constantinople,female,840, ,Constantinople,918,,,laity,,,,,,
Saint John Wall,22 August,male,1620,        ,England,1679,,England,laity,1929,pope-pius-xi,1929,pope-pius-xi,1970,pope-paul-vi
Saint Marie Adolphine Dierks,8 July,female,1866,  ,Netherlands,1900,,China,laity,1943,pope-venerable-pius-xii,1946,pope-venerable-pius-xii,2000,pope-saint-john-paul-ii
Saint Marie de Saint Just,8 July,female,1866,  ,France,1900,,China,laity,1943,pope-venerable-pius-xii,1946,pope-venerable-pius-xii,2000,pope-saint-john-paul-ii
Blessed Anne Mary Javouhey,15 July,female,1779,     ,France,1851,,France,priest,1937,pope-pius-xi,1950,pope-venerable-pius-xii,,
Blessed Anne Maugrain,16 April,female,1760,  ,France,1794,,France,laity,1983,pope-saint-john-paul-ii,1984,pope-saint-john-paul-ii,,
Venerable Anne Madeleine Remuzat,29 November,female,1696, ,France,1730,,France,priest,1891,pope-leo-xiii,,,,
Blessed Anne Hamard,1 February,female,1742, ,France,1794,,France,laity,1983,pope-saint-john-paul-ii,1984,pope-saint-john-paul-ii,,
Saint Anne Line,27 February,female,1565,                 ,England,1601,,England,priest,1929,pope-pius-xi,1929,pope-pius-xi,1970,pope-saint-paul-vi
Blessed Anne of Saint Bartholomew,7 June,female,1549,  ,Spain,1626,,Belgium,laity,1735,pope-clement-xii,1917,pope-benedict-xv,,
Blessed Anne Catherine Emmerich,9 February,female,1774,                              ,Germany,1824,,Germany,nun,2001,pope-saint-john-paul-ii,2003,pope-saint-john-paul-ii,,
Saint Anna the Prophetess,3 February,female,,    ,,,,,laity,,,,,,
Blessed Anna of the Angels Monteagudo,10 January,female,1602,  ,Peru,1686,,Peru,nun,1975,pope-saint-paul-vi,1985,pope-saint-john-paul-ii,,
Saint Anne,26 July,female,,                                                                                                                                                                                                                          ,,,,,priest,,,,,1584,
Blessed Anna Rosa Gattorno,6 May,female,1831,  ,Italy,1900,,Italy,nun,1988,pope-saint-john-paul-ii,2000,pope-saint-john-paul-ii,,
Saint Anna Schaeffer,5 October,female,1882,     ,Germany,1925,,Germany,laity,1995,pope-saint-john-paul-ii,1999,pope-saint-john-paul-ii,2012,pope-benedict-xvi
Blessed Anne Marie Taigi,9 June,female,1769,               ,Italy,1837,,Italy,laity,1906,pope-saint-pius-x,1920,pope-benedict-xv,,
Blessed Marie Therese of Saint Joseph,20 September,female,1855,   ,Poland,1938,,Netherlands,nun,2002,pope-saint-john-paul-ii,2006,pope-benedict-xvi,,
Saint Teresa Margaret Redi,7 March,female,1747,     ,Italy,1770,,Italy,nun,,,1929,pope-pius-xi,1934,pope-pius-xi
Blessed Anna Maria Janer Anglarill,11 January,female,1800,,Spain,1885,,Spain,nun,2009,pope-benedict-xvi,2011,pope-benedict-xvi,,
Blessed Clara Isabella Fornari,9 December,female,1697, ,Italy,1744,,,laity,,,,,,
Blessed Anne-Joseph Leroux,23 October,female,1747,  ,France,1794,,France,nun,1919,pope-benedict-xv,1920,pope-benedict-xv,,
Saint Maria Bertilla Boscardin,20 October,female,1888,         ,Italy,1922,,Italy,nun,1949,pope-venerable-pius-xii,1952,pope-venerable-pius-xii,1961,pope-saint-john-xxiii
Blessed Maria Fortunata Viti,20 November,female,1827,          ,Italy,1922,,Italy,nun,1964,pope-saint-paul-vi,1967,pope-saint-paul-vi,,
Saint Aninus of Syria,16 March,unknown,,,,,,,laity,,,,,,
Blessed Anicet Koplinski,16 October,unknown,1875,     ,Poland,1941,,Poland,priest,1999,pope-saint-john-paul-ii,1999,pope-saint-john-paul-ii,,
Blessed Anicet Hryciuk,24 January,male,1855, ,Poland,1874,,Poland,laity,1996,pope-saint-john-paul-ii,1996,pope-saint-john-paul-ii,,
Saint Anianas of Chartres,7 December,male,,,,,,,priest,,,,,,
Saint Christina of Bolsena,24 July,female,,                       ,Italy,250,,Italy,laity,,,,,,
Saint Anianus the Deacon,10 November,unknown,,,,,"at Antioch, Syria, date unknown",Syria,laity,,,,,,
Saint Simon Stock,16 May,male,1165,                         ,England,1265,,France,laity,,,,,1564,
Saint Angilbert of Centula,18 February,male,740,           ,,814,,,nun,,,,,,
Saint Benedict of Angers,15 July,male,,,,820,,,priest,,,,,,
Blessed John Angelus,31 January,male,,Venice,Italy,1050,,,laity,,,,,,
Blessed Angelus of Furci,6 February,male,1246,   ,Italy,1327,,Italy,priest,,,1888,pope-leo-xiii,,
Blessed Angelus of Gualdo Tadino,15 January,male,1265,       ,Italy,1325,,,laity,,,1825,pope-leo-xii,,
Blessed Angelus de Scarpetti,15 February,male,,  ,Italy,1306,,Italy,laity,,,1921,pope-benedict-xv,,
Blessed Angelus Agostini Mazzinghi,16 August,male,1377,Florence,Italy,1438,,Italy,priest,,,1761,pope-clement-xiii,,
Venerable Vittoria Gisella Gregoris,15 October,female,1873,,Italy,1935,,Italy,nun,2004,pope-saint-john-paul-ii,,,,
Our Lady of the Angels,2 August,female,,   ,,,,,laity,,,,,,
Saint John Angeloptes,27 November,male,,,,433,,,priest,,,,,,
Guardian Angels,2 October,male,,                                               ,,,,,laity,,,,,,
Pope Saint John XXIII,11 October,male,1881,                                ,Italy,1963,,cancer,priest,1999,pope-saint-john-paul-ii,2000,pope-saint-john-paul-ii,2014,pope-francis
Saint Benedetto Menni,24 April,male,1841,      ,Italy,1914,,France,laity,1982,pope-saint-john-paul-ii,1985,pope-saint-john-paul-ii,1999,pope-saint-john-paul-ii
Blessed Angelo Carletti,11 April,male,1411,      ,Italy,1495,,Italy,laity,,,1753,pope-benedict-xiv,,
Blessed Jerome de Angelis,4 December,male,1568,      ,Italy,1623,,Japan,priest,1866,pope-blessed-pius-ix,1867,pope-blessed-pius-ix,,
Blessed Angelina di Marsciano,14 July,female,1377,      ,Italy,1435,,Italy,laity,,,1825,pope-leo-xii,,
Blessed Fra Angelico,18 February,male,1387,                                ,Italy,1455,,Italy,laity,,,1982,pope-saint-john-paul-ii,,
Blessed Columba of Rieti,20 May,female,1467,             ,Italy,1501,,Italy,laity,,,1625,pope-urban-viii,,
Saint Angelelmus of Auxerre,7 July,male,,,,828,,,priest,,,,,,
Saint Angela of Foligno,4 January,unknown,1248,                            ,Italy,1309,,Italy,laity,,,1701,pope-clement-xi,2013,pope-francis
Saint Thomas Aquinas,28 January,male,1225,                                                                                                                                                                                                     ,Italy,1274,,Italy,laity,,,,,1323,pope-john-xxii
Blessed Francisca Desamparados Honorata Lloret Martí,20 November,female,1875, ,Spain,1936,,Spain,nun,1993,pope-saint-john-paul-ii,1995,pope-saint-john-paul-ii,,
Blessed Angela Truszkowska,Mother,female,1825,        ,Poland,1899,,,nun,1982,pope-saint-john-paul-ii,1993,pope-saint-john-paul-ii,,
Saint Angela of the Cross Guerrero,Mother,female,1846,          ,Spain,1932,,Spain,nun,1976,pope-saint-paul-vi,1982,pope-saint-john-paul-ii,2003,pope-saint-john-paul-ii
Saint Angela Merici,27 January,female,1474,                                             ,Italy,1540,,Italy,nun,,,1768,pope-clement-xiii,1807,pope-pius-vii
Saint Leontius of Caesarea,13 January,male,, ,,337,,,priest,,,,,,
Blessed Sebastian of Aparicio,25 February,male,1502,        ,Spain,1600,,,laity,1768,pope-clement-xiii,1789,pope-pius-vi,,
Blessed Jerome Ranuzzi,11 December,male,1410, ,Italy,1468,,,priest,,,1775,pope-pius-vi,,
Saint Anectus of Caesarea,27 June,male,,,,304,,Palestine,laity,,,,,,
Saint Anesius,31 March,unknown,,,,,,,laity,,,,,,
Blessed Perrine Androuin,1 February,female,1760,  ,France,1794,,France,laity,1983,pope-saint-john-paul-ii,1984,pope-saint-john-paul-ii,,
Blessed Gabrielle Androuin,1 February,female,1755, ,France,1794,,France,laity,1983,pope-saint-john-paul-ii,1984,pope-saint-john-paul-ii,,
